Id,Sku,Title,Locations,Hybridizer,Released,Colors
3627,3627-TB,Dancing Shoes,13-W-21,Thomas Johnson,2024,"Violet, Yellow"
3628,3628-TB,Deep In Love,C-16-2,Thomas Johnson,2022,"Orchid, Rose"
3629,3629-TB,Diamond Heart,"15-W-20,  C-37-11",Thomas Johnson,2021,"Gold,  Violet"
3630,3630-TB,Diary,15-E-24,Paul Black,2022,"White,  Yellow"
3631,3631-BB,Different Path,PR-5-15,Paul Black,2023,"Gold, White, Wine"
3632,3632-BB,Divine Enchantress,PR-5-10,Paul Black,2024,"Pink, White"
3633,3633-TB,Don't You Dare,"5-E-12,  15-W-14",Thomas Johnson,2022,"Yellow, Purple"
3634,3634-TB,Dream About You,16-E-28,Thomas Johnson,2018,"Violet, Yellow"
3635,3635-TB,Dressed To The Nines,16-W-23,Thomas Johnson,2019,"Wine, Yellow"
3636,3636-TB,Earth And Sun,13-W-16,Paul Black,2023,Gold
3637,3637-TB,Elegant Ruffles,C-6-10,Paul Black,2020,Magenta
3638,3638-TB,Enthusiastic,C-11-12,Paul Black,2024,"Orange, Wine"
3639,3639-TB,Evening Stroll,15-E-8,Thomas Johnson,2023,"Purple, White"
3640,3640-MTB,Fairy King,PR-5-11,Paul Black,2021,"Wine, Yellow"
3641,3641-TB,Feed The Flame,C-6-8,Thomas Johnson,2022,"Cream, Wine, Yellow"
3642,3642-TB,Feel The Power,15-E-14,Thomas Johnson,2020,"Peach, Wine"
3643,3643-TB,Felix The Cat,13-W-20,Paul Black,2022,"Tan, Wine, Yellow"
3644,3644-IB,Feuding Fiddles,PR-5-1,Thomas Johnson,2024,"Magenta, Yellow"
3645,3645-TB,Five Star,16-E-17,Paul Black,2024,Peach
3646,3646-TB,Free At Last,16-E-25,Thomas Johnson,2024,"Cream, Yello"
3647,3647-TB,Full Of Joy,16-W-29,Thomas Johnson,2021,"Blue, White"
3648,3648-BB,Fun House,PR-5-25,Joseph Ghio,2020,"Orange, Rose"
3649,3649-TB,Funky Town,15-E-23,Paul Black,2024,"Violet, Yellow"
3650,3650-TB,Garden Appeal,15-E-16,Paul Black,2024,"Peach, Pink"
3651,3651-TB,Goat Rodeo,16-W-28,Paul Black,2022,"White, Yellow, Wine"
3652,3652-BB,Gonzo,PR-5-13,Paul Black,2023,"Wine, Yellow"
3653,3653-TB,Happy Daydream,15-E-10,Paul Black,2021,Yellow
3654,3654-TB,Hey Soul Sister,16-W-26,Thomas Johnson,2021,"Violet, White"
3655,3655-TB,Hidden Feature,16-W-24,Paul Black,2024,Yellow
3656,3656-TB,Hottie,15-E-26,Paul Black,2018,Red
3657,3657-TB,House Of Light,16-W-9,Thomas Johnson,2022,"White, Yellow"
3658,3658-TB,Hung Up On You,15-E-1,Thomas Johnson,2019,"Orchid, Peach, White"
3659,3659-BB,I Believe,PR-5-17,Thomas Johnson,2023,"Violet, White"
3660,3660-TB,I'll Be The One,13-W-23,Thomas Johnson,2024,"Cream, Peach"
3661,3661-TB,Indiscriminate,C-6-11,Paul Black,2024,"Violet, White"
3662,3662-TB,Just Curious,16-E-11,Thomas Johnson,2022,"Peach, Wine"
3663,3663-TB,Kiss The Night,"5-W-19,  15-W-27",Thomas Johnson,2019,"Wine, Yellow"
3664,3664-TB,Lace And Promises,16-W-15,Paul Black,2022,"Light blue, White"
3665,3665-TB,Law And Order,16-E-10,Thomas Johnson,2020,"Lavender, Purple, White"
3666,3666-TB,Like A Dream,16-E-23,Thomas Johnson,2024,"Orchid, Yellow"
3667,3667-IB,Love Life,PR-5-19,Thomas Johnson,2024,"Cream, Magenta"
3668,3668-TB,Lover's Kiss,"14-E-53,  C-13-9",Thomas Johnson,2022,"Orchid, Peach"
3669,3669-IB,Lumistreak,PR-5-9,Paul Black,2022,"Wine, Yellow"
3670,3670-TB,Lunar Ring,"15-W-24,  B-28-1",Keith Keppel,2021,"White, Yellow"
3671,3671-TB,Major Impact,16-E-13,Thomas Johnson,2024,"Pink, Violet, White"
3672,3672-TB,Make A Move,15-W-17,Thomas Johnson,2024,"Tan, Wine, Yellow"
3674,3674-TB,Mark My Words,15-W-19,Thomas Johnson,2024,"Gold, Wine, Yellow"
3675,3675-TB,Misplaced Dots,PR-5-14,Paul Black,2023,"Violet, White"
3676,3676-TB,Misty Sunlight,16-W-11,Barry Blyth,2019,"White, Yellow"
3677,3677-TB,More Than Ruffles,16-W-1,Paul Black,2020,
3678,3678-BB,My Gal,PR-5-16,Paul Black,2021,Peach
3679,3679-TB,Mystery Lady,16-W-20,Thomas Johnson,2021,"Rose, Violet"
3680,3680-TB,Need You Now,13-W-14,Thomas Johnson,2018,"Pink, White"
3681,3681-BB,Next Up,PR-5-6,Lynda Miller,2021,
3682,3682-TB,Night Whispers,C-6-5,Thomas Johnson,2020,Wine
3683,3683-TB,On Angel Wings,C-13-1,Thomas Johnson,2024,"White, Yellow"
3684,3684-TB,On My Way,13-W-17,Thomas Johnson,2024,Lavender
3685,3685-TB,One Step Closer,15-E-27,Thomas Johnson,2022,"Lavender, Peach"
3686,3686-TB,Orange Blast,16-E-6,Paul Black,2024,Orange
3687,3687-TB,Orange Temptation,15-W-9,Thomas Johnson,2020,Orange
3688,3688-TB,Out Of Character,16-W-6,Thomas Johnson,2024,"Magenta, Yellow"
3689,3689-TB,Parade Of Stars,16-E-24,Thomas Johnson,2024,"Gold, Violet"
3690,3690-TB,Party City,16-E-14,Thomas Johnson,2020,"Orange, Wine"
3691,3691-BB,Patriotic,PR-5-8,Paul Black,2023,Light blue
3692,3692-TB,Piece By Piece,16-W-7,Thomas Johnson,2021,"Violet, White, Yellow"
3693,3693-TB,Poetic Dream,15-W-26,Barry Blyth,2021,"Cream, Lavender, White"
3694,3694-TB,Pretty Rich,16-E-3,Thomas Johnson,2024,"Orchid, Peach"
3695,3695-TB,Raven Girl,"15-W-8,  C-42-11",Schreiner,2008,Black
3696,3696-TB,Rise Like A Phoenix,16-E-4,Paul Black,2017,"Gold, Wine"
3697,3697-TB,Rodeo Cowboy,15-W-4,Thomas Johnson,2020,"Wine, Yellow"
3698,3698-TB,Sack Of Sunshine,13-W-22,Paul Black,2024,"Copper, Brown, Gold"
3699,3699-TB,Scattergram,PR-5-24,Lynda Miller,2021,"Pink, White, Wine"
3700,3700-TB,Secret Past,15-E-13,Thomas Johnson,2019,"Gold, Violet"
3701,3701-TB,Secretive,13-W-18,Thomas Johnson,2024,Lavender
3702,3702-TB,Shadowboxer,"7-E-39,  C-6-4",Thomas Johnson,2022,Violet
3703,3703-TB,Shining Bright,16-W-3,Thomas Johnson,2024,"Orchid, Yellow"
3704,3704-TB,Shout It Out Loud,16-E-5,Thomas Johnson,2021,"Light blue, Purple"
3705,3705-TB,Show Me The Money,15-E-9,Paul Black,2022,"Gold, Yellow"
3706,3706-TB,Simply Said,16-E-7,Thomas Johnson,2024,Pink
3707,3707-TB,Slightly Broken,PR-5-18,Paul Black,2022,"Tan, Peach, Wine"
3708,3708-TB,Smiles All Around,15-E-4,Thomas Johnson,2020,"Cream, Yellow"
3709,3709-BB,Smiling Amethyst,PR-5-26,Paul Black,2024,Magenta
3710,3710-TB,Smoldering Passion,"14-E-38,  PR-5-3",Thomas Johnson,2021,Wine
3711,3711-TB,So Happy,16-W-13,Thomas Johnson,2021,"Violet, White"
3712,3712-TB,So Happy Together,16-E-21,Paul Black,2024,Orchid
3713,3713-MTB,Soft Kitty,PR-5-2,Lynda Miller,2022,Orchid
3714,3714-BB,Spiced Apples,PR-5-20,Paul Black,2023,
3715,3715-TB,Spine Tingler,"6-W-11,  PR-5-21",Thomas Johnson,2022,"Gold, Violet"
3716,3716-TB,Sugarbaby,16-W-4,Thomas Johnson,2022,Lavender
3717,3717-TB,Sun Peeking Out,16-W-10,Paul Black,2022,
3718,3718-TB,Super Model,16-W-17,Thomas Johnson,2007,Orchid
3719,3719-TB,Sussudio,16-W-8,Thomas Johnson,2019,Peach
3720,3720-TB,Thundering Applause,15-E-7,Thomas Johnson,2020,"Violet, White, Yellow"
3721,3721-TB,To Too Two,16-W-27,Paul Black,2022,"Peach, Rose"
3722,3722-TB,Total Surprise,15-W-2,Thomas Johnson,2024,"White, Wine"
3723,3723-TB,Vivacity,"14-W-62,  16-W-22",Barry Blyth,2022,"Blue, White"
3724,3724-TB,Watching You,16-W-2,Thomas Johnson,2024,"Peach, Violet"
3725,3725-TB,Wedding Planner,16-E-18,Thomas Johnson,2024,"Orchid, Peach"
3726,3726-TB,Weightless Cloud,C-21-8,Thomas Johnson,2024,"Lavender, White"
3727,3727-TB,What!,16-E-15,Paul Black,2024,"Violet, White"
3728,3728-IB,Witch Way,PR-5-22,Thomas Johnson,2023,"Wine, Yellow"
3729,3729-TB,Writing On The Wall,15-W-6,Paul Black,2024,"Violet, White"
3730,3730-MTB,Yowza,PR-5-4,Paul Black,2023,"Pink, Violet"
3731,3731-TB,Allen James Tetreault,11-W-5,Howard Dash,2023,
3732,3732-TB,Desert Nectar,11-W-3,Howard Dash,2023,"White, Gold"
3733,3733-TB,Dot Matrix,11-W-2,Howard Dash,2024,"Brown, Yellow"
3734,3734-TB,Gypsy Rhapsody,"11-W-7,  A-45-36,  A-45-41",Howard Dash,2023,Peach
3736,3736-TB,Bertwistle,10-W-14,Sterling Innerst,1990,"White, Yellow"
3737,3737-TB,Brilliant Performance,"10-W-1,  A-45-24",Hooker Nichhols,1989,Peach
3738,3738-TB,Casino Cruiser,10-W-4,Tom Burseen,2008,Yellow
3739,3739-TB,Christa,10-W-5,Roger Nelson,1985,Pink
3740,3740-TB,Conjuration,10-W-16,Monty  Byers,1989,"Violet, White"
3741,3741-TB,Dragon's Breath,"10-W-13,  A-45-6",Steve Kelly,2019,Wine
3742,3742-TB,Fondation Van Gogh,10-W-6,Monique Anfosso,1990,"Cream, Peach"
3743,3743-TB,Love Is Pink,"10-W-9,  A-45-3",Anna & David Cadd,2008,
3744,3744-TB,Montevideo,"10-W-8,  A-45-9,  A-45-23",Joseph Ghio,1987,Orange
3745,3745-TB,Peach Pearl,"10-W-3,  14-E-20,  A-45-2",Richard Tasco,2014,Peach
3746,3746-TB,Po No Mo,10-W-10,Tom Burseen,1997,Yellow
3747,3747-TB,Purr For Mints,10-W-12,Tom Burseen,2007,"Cream, Green, White"
3748,3748-TB,Warm Wishes,10-W-2,William Maryott,1999,Yellow
3750,3750-TB,Blender,13-W-7,Michael Sutton,2012,"Peach, Rose"
3751,3751-TB,Broad Minded,13-W-1,Michael Sutton,2011,"Rose, Yellow"
3752,3752-TB,Bush Honey,13-W-10,Barry Blyth,2014,"Cream, Gold"
3753,3753-TB,Commanding Presence,13-W-9,Paul Black,2014,Violet
3754,3754-TB,Cross Eyed Cat,13-W-11,Tom Burseen,2021,
3755,3755-TB,Cushy,13-W-13,Hugh Stout,2019,"Orchard, Peach, White"
3756,3756-TB,Fine Drop,13-W-8,Barry Blyth,2012,Purple
3757,3757-TB,Frigorrific,"13-W-3,  A-45-58",Tom Burseen,2017,"Blue, Violet"
3758,3758-TB,Meadow Gaze,13-W-4,Howard Bushnell,2009,Orchid
3759,3759-TB,Pokin Around,13-W-12,Tom Burseen,2010,"Silver, Grey, Violet, White"
3760,3760-TB,Soul Mate,"13-W-5,  C-37-7",Joseph Ghio,2013,Orchid
3761,3761-TB,Zero Social Distance,13-W-6,Tom Burseen,2021,
3762,3762-TB,Banana Wind,12-W-10,Schreiner,2024,"Wine, Yellow"
3763,3763-TB,Cha Cha Cha,12-W-20,Bonnie Nichols,2018,Pink
3764,3764-TB,Cruise Sips,12-W-2,Schreiner,2024,Lavender
3765,3765-TB,Ease Your Mind,12-W-17,Brad Collins,2023,"Cream, Yellow"
3766,3766-TB,Effective,12-W-18,Graeme Grosvenor,2011,Violet
3767,3767-TB,Fiddlin' Around,12-W-11,Schreiner,2012,"Violet, White"
3768,3768-TB,Frill Of It All,12-W-7,Barry Blyth,2011,"Orchid, Magenta"
3769,3769-TB,Gimme Some Lovin,12-W-13,Larry Lauer,2016,Violet
3770,3770-TB,Grays Peak,"12-W-8,  14-E-47",Schreiner,2022,"Violet, White"
3771,3771-TB,Home Of The Blues,12-W-15,Schreiner,2019,"Blue, Violet"
3772,3772-TB,Java Bleue,12-W-6,Cayeux,2009,Blue
3773,3773-TB,Jimmy's Jam,12-W-12,Schreiner,2024,Purple
3774,3774-TB,Lake Mendota,12-W-14,Schreiner,2022,
3775,3775-TB,Local Ocean,12-W-3,Schreiner’s,2024,"White, Purple"
3776,3776-TB,Mai Tai Join You,12-W-21,Schreiner’s,2024,
3777,3777-TB,Niagara Mist,12-W-5,Schreiner,2022,"Blue, Light blue"
3778,3778-TB,Pure As Gold,12-W-19,William Maryott,1993,Gold
3779,3779-TB,Senor Jinx,12-W-4,Schreiner,2018,Black
3780,3780-TB,Slack Tide,C-37-2,Schreiner,2024,"Lavender, Brown"
3781,3781-TB,Tin Cup Chalice,12-E-1,Schreiner,2024,Mulberry
3782,3782-TB,Apricot Cheese Danish,9-E-1,Robert Skaggs,2024,"Peach, White"
3783,3783-TB,Are We In Love,"9-W-5,  11-W-6",Barry Blyth,2011,"Peach, Pink, Violet"
3784,3784-TB,Bad Whiskey,9-W-7,Hugh Stout,2021,"Yellow, Gold"
3785,3785-TB,Candy Coated,9-E-14,Tom Burseen,2022,"Cream, Pink"
3786,3786-TB,Charming Oakie,9-W-6,Tom Burseen,2023,
3787,3787-TB,Conte De Fees,9-W-13,Michele Bersillon,2018,"Pink, Lilac"
3788,3788-TB,County Cork,9-W-15,Schreiner,2007,Green
3789,3789-TB,Cowboy Culture,9-E-12,Hugh Stout,2018,"Tan, White"
3790,3790-TB,Dad Gum Nice,9-E-13,Tom Burseen,2011,"Orchid, Pink"
3791,3791-TB,Doo Wop Memories,9-W-11,Tom Burseen,2009,"White, Violet"
3792,3792-TB,Emoji Material,9-W-8,Tom Burseen,2021,"White, Lilac"
3793,3793-TB,Enter The Dragon,"5-W-43,  9-E-9",Barry Blyth,2009,"Tan, Lavender"
3794,3794-TB,French Filigree,"9-E-3,  14-W-11",Barry Blyth,2016,"Lavender, White"
3795,3795-TB,Frozen Margarita,9-E-8,Tom Burseen,2016,"Yellow, White"
3796,3796-TB,Funky Fun,9-W-4,Tom Burseen,2021,"Cream, Violet"
3797,3797-TB,Gold Dust Woman,"8-W-2,  A-45-34",Howard Dash,2019,"Yellow, Gold"
3798,3798-TB,Handmade,8-W-1,Paul Black,2012,"Violet, White, Yellow, Copper"
3799,3799-TB,Head Over Heels,"9-W-3,  15-E-12",Barry Blyth,2011,Pink
3800,3800-TB,Heartland,9-E-10,Frederick Kerr,1995,"Tan, Rose, Gold"
3801,3801-TB,Hopen Fer Rain,8-W-3,Tom Burseen,2015,"Copper, Brown, Violet, Yellow"
3802,3802-TB,Hot Granny,9-W-2,Hugh Stout,2024,
3803,3803-TB,Jennifer Stout,9-E-6,Ron Mullin,2010,"Purple, Violet"
3804,3804-TB,Kay's Kakes,9-W-9,Tom Burseen,2021,
3805,3805-TB,Lady In Purple,9-E-5,Anna & David Cadd ,2011,"White, Wine"
3806,3806-TB,Last Tango In Paris,9-W-12,Lowell Baumunk,2016,
3807,3807-TB,Luscious Lips,9-W-10,Paul Black,2020,Peach
3808,3808-TB,Myers Mansion,9-E-15,Tom Burseen,2021,
3809,3809-TB,Oaxaca,8-W-7,Bryce Williamson,2001,"Peach, Yellow"
3810,3810-TB,Peggy Day,9-E-7,Lowell Baumunk,2016,"Copper, Brown, Violet, White, Yellow"
3811,3811-TB,Penguin Party,8-W-4,Thomas Johnson,2010,"Purple, White"
3812,3812-TB,Pitch A Fit,9-E-4,P. Dyer by H. Stout,2023,
3813,3813-TB,Red Frog Flyin',8-W-6,Robert Skaggs,2024,"Peach, Wine"
3814,3814-TB,Reina,8-W-8,Hugh Stout,2020,
3815,3815-TB,Single Malt,"8-W-5,  A-45-51",Lowell Baumunk,2010,"Brown, Gold, Yellow"
3816,3816-TB,Superfecta,9-W-14,Tom Burseen,2018,"Blue, Yellow"
3817,3817-TB,Tipofatongue,9-W-1,Tom Burseen,2021,
3818,3818-TB,Beautiful Edging,20-W-2,Richard Tasco,2020,"White,  Violet"
3819,3819-TB,Cherished Memories,20-W-1,Richard Tasco,2023,"Yellow, violet"
3820,3820-TB,First Prize,20-E-2,Richard Tasco,2017,"Orchid, Pink, Violet"
3821,3821-TB,Fresh And Exciting,"20-E-5,  C-11-13",Richard Tasco,2021,"Wine, Yellow"
3822,3822-BB,Frosty Spirit,20-E-4,Richard Tasco,2017,
3823,3823-BB,Sheer Excitement,20-E-3,Richard Tasco,2011,"Violet, White,
Yellow"
3824,3824-TB,White Chameleon,20-E-1,Richard Tasco,2023,
3825,3825-TB,Angel Of The Garden,14-E-25,Richard Tasco,2022,White
3826,3826-TB,Ice Cream Sundae,14-E-21,Richard Tasco,2018,"Pink, White"
3827,3827-TB,Just For Ken,14-E-22,Richard Tasco,2022,
3828,3828-TB,Reality Check,14-E-19,Richard Tasco,2019,"Peach, Wine"
3829,3829-TB,Smoky Shadows,C-8-3,Richard Tasco,2010,Wine
3830,3830-TB,Temporal Anomaly,"14-E-24,  C-39-11",Richard Tasco,2007,"Gold, White, Wine, Yellow"
3831,3831-IB,Agatha Christie,PR-4-17,George Sutton,1998,"Blue, Violet, White"
3832,3832-TB,Aubrianna,11-W-11,Bill Tyson,2023,
3833,3833-IB,Bahama Blues,PR-4-1,Michael Sutton,2008,Peach
3834,3834-SDB,Be Bold,PR-2-3,Michael Sutton,2021,"Gold, Peach, Violet"
3835,3835-SDB,Bee Bright,PR-2-5,Mike Sutton,2024,
3836,3836-SDB,Bibbidi Bobbidi Blue,PR-2-29,George Sutton,2010,
3837,3837-SDB,Blackberry Cordial,PR-2-33,Michael Sutton,2022,
3838,3838-SDB,Blessed,PR-2-38,Michael Sutton,2021,Violet
3839,3839-IB,Break It Up,PR-4-19,Michael Sutton,2022,"Cream, Purple, white"
3840,3840-TB,Break The Barrier,11-E-7,Michael Sutton,2024,"White, Wine"
3841,3841-BB,Calming Effect,11-E-3,Michael Sutton,2022,"Pink, Silver/Grey"
3842,3842-IB,Carved Pumpkin,PR-4-18,George Sutton,2012,"Orange, Pink"
3843,3843-SDB,Cassady Anne,PR-2-37,Michael Sutton,2013,"Pink, White"
3844,3844-SDB,Catch A Clue,"PR-2-43,  PR-4-10",Mike Sutton,2024,
3845,3845-SDB,Coconino,PR-2-16,Marky Smith,2012,"Cream, Purple"
3846,3846-TB,Creative Chemistry,"11-W-8,  A-47-73",Brandon Sutton,2022,
3847,3847-IB,Deep Twilight,PR-4-5,Mike Sutton,2024,
3848,3848-SDB,Divenere,PR-2-7,Hugh Stout,2016,"Violet, White"
3850,3850-SDB,Dots And Spots,PR-2-9,Michael Sutton,2019,
3851,3851-SDB,Drop Of Sunshine,PR-2-21,Shelby Sutton,2005,"Tan, Cream"
3852,3852-SDB,EIO,PR-2-4,Mike Sutton,2024,
3853,3853-SDB,Grandma's Joy,PR-2-27,Michael Sutton,2022,
3854,3854-SDB,Gunny Sack,PR-2-36,Michael Sutton,2022,
3855,3855-SDB,Hey Y'All,PR-2-18,Michael Sutton,2023,
3856,3856-TB,Hyperdrive,C-11-7,Mike Sutton,2024,
3857,3857-TB,Jacobean Age,11-W-12,Mike Sutton,2024,
3858,3858-SDB,Lavender Cream,PR-2-19,Michael Sutton,2019,
3859,3859-SDB,Lemon Pop Drop,PR-2-26,Michael Sutton,2021,Yellow
3860,3860-SDB,Let Loose,PR-2-44,Michael Sutton,2023,
3861,3861-TB,Light In The Dark,11-E-18,Mike Sutton,2024,
3862,3862-IB,Line Drive,PR-4-15,Michael Sutton,2007,"Violet, White"
3863,3863-SDB,Little Surprise,PR-2-15,Connie Sutton,2006,
3864,3864-SDB,Luck Of The Irish,PR-4-7,Mike Sutton,2024,
3865,3865-SDB,Mauve Mistress,PR-2-30,Michael Sutton,2020,
3866,3866-IB,Mediate,PR-4-12,Michael Sutton,2022,
3867,3867-IB,Midnight Run,PR-4-16,George Sutton,2013,Wine
3868,3868-IB,Midnight Sharp,PR-4-13,George Sutton,2010,Purple
3869,3869-IB,Midway Point,PR-2-6,Michael Sutton,2022,
3870,3870-TB,Mighty Power,11-W-17,Michael Sutton,2023,
3871,3871-IB,Miles Of Smiles,"PR-4-20,  PR-5-57",G. Sutton by M. Sutton,2016,"White, Yellow"
3872,3872-SDB,Minor Love,PR-2-32,Michael Sutton,2023,
3873,3873-TB,Moon Watcher,11-W-18,Mike Sutton,2024,
3874,3874-IB,Mulligan,PR-4-2,Michael Sutton,2015,Yellow
3875,3875-SDB,Naples Syrup,PR-2-17,George Sutton,2011,"Gold, Pink, White"
3876,3876-SDB,Nine Lives,PR-2-41,Paul Black,2007,"White, Wine"
3877,3877-TB,Nostalgic Touch,11-W-15,Mike Sutton,2024,
3878,3878-IB,Orange Blossom Junction,PR-4-9,Michael Sutton,2012,"Orange, Yellow"
3879,3879-TB,Overwhelmed By You,11-W-13,Mike Sutton,2024,
3880,3880-TB,Papa Beni,11-E-12,Mike Sutton,2024,
3881,3881-TB,Parisian Breeze,11-W-10,Mike Sutton,2024,
3882,3882-SDB,Penny For Your Thoughts,PR-2-31,Thomas Johnson,2021,"Wine, Yellow"
3883,3883-SDB,Pepi,PR-2-25,Michael Sutton,2017,Wine
3884,3884-SDB,Perfectionist,PR-2-42,George Sutton,2010,White
3885,3885-SDB,Pinkster,PR-2-24,Michael Sutton,2008,Pink
3886,3886-SDB,Poignant,PR-2-23,George Sutton,2012,Peach
3887,3887-SDB,Prickles,PR-2-40,Michael Sutton,2018,"Tan, Violet, White"
3888,3888-SDB,Pumpkin Tart,PR-2-10,Michael Sutton,2023,
3889,3889-SDB,Purple Pop,PR-2-35,Michael Sutton,2022,Purple Violet
3890,3890-IB,Red Hot Chili,PR-4-11,Michael Sutton,2008,"Wine, Yellow"
3891,3891-SDB,Rounded Up,PR-2-28,Michael Sutton,2021,Light Blue
3892,3892-IB,Ruby Sands,PR-4-21,Michael Sutton,2010,"White, Wine, Yellow"
3893,3893-SDB,Run Amok,PR-2-14,Mike Sutton,2024,
3894,3894-TB,Separate Ways,11-W-14,Anton Mego,2024,
3895,3895-TB,She's a Peach,11-W-16,Mike Sutton,2024,
3896,3896-SDB,Small Galaxy,PR-2-20,Michael Sutton,2020,"Violet, White"
3897,3897-SDB,Small Miracle,PR-2-39,Michael Sutton,2018,
3898,3898-TB,Snow Over Tahoe,11-E-6,Bill Tyson,2023,
3899,3899-IB,So Busted,PR-4-22,Mike Sutton,2024,
3900,3900-IB,Spiked,PR-4-4,Michael Sutton,2007,"Violet, White"
3901,3901-IB,Starwoman,PR-4-14,Marky Smith,1998,"Purple, Silver, Grey"
3903,3903-SDB,Stylish Blues,PR-2-22,George Sutton,2010,
3904,3904-TB,Sutton's Joy,11-E-9,Mike Sutton,2024,
3905,3905-SDB,Sweet And Simple,PR-2-11,Michael Sutton,2022,
3906,3906-SDB,Sweet Magenta,PR-2-12,Michael Sutton,2022,"Cream, Magenta"
3907,3907-IB,Touch of Tuscany,PR-4-6,Michael Sutton,2009,"Gold, White, Wine"
3908,3908-SDB,Tribble,PR-2-34,Connie Sutton,2007,"Orchid, White"
3909,3909-IB,Tripod,PR-4-8,Michael Sutton,2006,"Wine, Yellow"
3910,3910-SDB,Two Thumbs Up,PR-2-1,Michael Sutton,2008,Tan
3911,3911-SDB,Umm,PR-2-13,Michael Sutton,2022,"Green, Violet"
3912,3912-SDB,URAQT,PR-2-2,Gary Slagle,2023,
3913,3913-TB,Worlds Apart,11-W-9,Mike Sutton,2024,
3915,3915-IB,Yonkers,PR-4-3,George Sutton,2013,"Violet, White"
3916,3916-SDB,You See Me,PR-2-8,Michael Sutton,2022,
3917,3917-TB,Zoned Out,11-E-11,Michael Sutton,2018,
3918,3918-SDB,April Fanfare,PR-3-31,Paul Black,2014,"Peach, Violet"
3919,3919-IB,Black Comedy,PR-3-21,Paul Black,2017,Black
3920,3920-SDB,Blue Beard's Ghost,PR-3-27,Paul Black,2006,White
3921,3921-BB,Boundless Berry,PR-3-38,Paul Black,2021,"Pink, Wine"
3923,3923-SDB,Carrot Flash,PR-3-34,Paul Black,2017,"Orange, Peach"
3924,3924-TB,Caterpillar Blues,18-E-1,Paul Black,2022,"Blue, White"
3925,3925-TB,Chihuahuan Desert,3-E-2,Howard Dash,2016,"Tan, White"
3926,3926-TB,Chocolatier,"3-W-2,  12-W-32",Barry Blyth,2014,"Copper, Brown"
3927,3927-IB,Coco Butter,PR-3-23,Marky Smith,2018,"Copper,  Yellow"
3928,3928-IB,Delirium,PR-3-19,Marky Smith,2001,"Gold, Violet, Wine"
3929,3929-SDB,Fire,PR-3-35,Paul Black,2013,"Red, Garnet"
3930,3930-SDB,Flirting With You,PR-3-26,Lynda Miller,2017,"Yellow, Purple"
3931,3931-BB,Frilled To Death,17-W-1,Thomas Johnson,2020,Peach
3932,3932-SDB,Gingerbread Man,PR-3-33,Bennett Jones,1969,"Copper, Brown"
3933,3933-SDB,Mini Mouse,PR-3-25,Paul Black,2012,"Cream, Violet, White, Yellow"
3934,3934-TB,Notta Lemon,3-E-3,Tom Burseen,2010,"White, Yellow"
3935,3935-MTB,Paper Tiger,18-W-2,Paul Black,2021,"Gold, Wine"
3936,3936-TB,Platinum,3-W-3,Monty Byers by Phyllis Dickey,1994,"Silver, Grey"
3937,3937-IB,Point The Way,PR-3-36,Francis Rogers,2006,"Violet, White"
3938,3938-IB,Pop Culture,PR-3-24,Paul Black,2012,"Rose, Violet"
3939,3939-TB,Runaround,18-W-1,Thomas Johnson,2022,"Tan, White, Wine"
3940,3940-IB,Sassy Li'l Brat,18-E-2,Paul Black,2022,"Wine, Yellow"
3941,3941-IB,Silent Strings,PR-3-32,Perry Dyer,1979,Light blue
3942,3942-IB,Starting Line,PR-3-22,Marky Smith,2019,N/A
3943,3943-IB,Synergy,PR-3-30,Keith Keppel,2004,"Brown, Peach, Violet"
3944,3944-BB,Tagline,PR-3-20,Joseph Ghio,2018,"Magenta, White, Yellow"
3945,3945-IB,Violet Moon,PR-3-37,Philip W. Remare,2018,Violet
3946,3946-SDB,Wildcat Pajamas,PR-3-28,O. D. Niswonger,1996,"Purple, White"
3947,3947-IB,Canya Hear Me Now,Pot-1-,Ava Toth,2021,"Purple, Violet"
3951,3951-TB,Cast Adrift,B-11-1,Keith Keppel,2023,"Blue, Violet"
3952,3952-TB,Colorfast,B-16-1,Keith Keppel,2023,"Wine, Yellow"
3953,3953-TB,Covert Caper,B-20-1,Keith Keppel,2023,"Purple, White"
3954,3954-TB,Easter Dress,B-24-1,Keith Keppel,2023,"Violet, White, Yellow"
3955,3955-TB,Embellished,B-17-1,Keith Keppel,2023,"Violet, Yellow"
3956,3956-TB,Karakul,B-7-1,Keith Keppel,2023,Black
3957,3957-TB,Royal Heir,"4-W-42,  4-W-43,  A-43-1",Keith Keppel,2022,"Blue, Violet"
3958,3958-TB,Snow Kiss,"B-18-1,  B-23-1",Keith Keppel,2023,"Peach, Cream"
3959,3959-TB,Stormscape,"3-W-10,  B-6-1",Keith Keppel,2022,"Copper, Violet"
3960,3960-TB,Underlined,B-12-1,Keith Keppel,2022,"Cream, Wine, Yellow"
3961,3961-TB,Unstained,"B-25-1,  C-25-0",Keith Keppel,2023,White
3962,3962-TB,Western Outlaw,"5-E-49,  5-E-50,  5-E-51,  5-E-52,  B-42-1",Keith Keppel,2022,"Gold, Wine, Yellow"
3963,3963-TB,Accent On Color,A-46-69,Paul Black,2025,Magenta
3964,3964-TB,All About Color,A-46-37,Paul Black,2025,"Magenta, Wine, Yellow"
3965,3965-TB,All Night Long,A-47-7,Roger Duncan,2005,Black
